Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,cluster_label
11676,1.0,3,4,2,59.8,59.0,5058,6.49,6.55,3.9,4
11677,1.02,2,4,2,63.1,55.0,5058,6.45,6.38,4.05,4
11678,1.12,3,1,4,62.2,59.0,5058,6.66,6.59,4.12,4
11679,1.26,3,5,1,60.3,60.0,5058,7.0,6.94,4.2,4
11680,1.0,3,4,2,62.1,59.0,5060,6.36,6.39,3.96,4
11681,1.0,1,5,2,64.2,58.0,5061,6.25,6.28,4.02,4
11682,1.11,4,3,2,62.6,57.0,5061,6.64,6.59,4.14,4
11683,1.13,4,3,1,61.1,54.0,5062,6.77,6.74,4.13,4
11684,1.01,0,2,4,61.4,66.0,5062,6.34,6.24,3.87,4
11685,1.01,4,2,2,61.0,56.0,5062,6.48,6.43,3.94,4
11686,1.22,3,2,2,60.6,58.0,5063,6.91,6.86,4.17,4
11687,1.37,2,0,1,60.7,60.0,5063,7.07,7.19,4.33,4
11688,1.03,4,2,2,62.0,57.0,5063,6.53,6.47,4.03,4
11689,1.07,4,2,4,60.2,57.0,5063,6.61,6.55,3.96,4
11690,1.29,4,6,0,61.3,56.0,5065,6.99,7.05,4.3,4
11691,1.07,4,2,2,61.5,56.0,5065,6.6,6.66,4.08,4
11692,1.34,2,5,1,62.1,63.0,5065,7.06,7.01,4.37,4
11693,1.01,2,0,5,63.7,57.0,5067,6.31,6.35,4.03,4
11694,1.01,2,1,3,62.9,56.0,5067,6.38,6.43,4.03,4
11695,1.01,2,1,3,60.9,59.0,5067,6.42,6.45,3.92,4
11696,1.01,2,4,1,61.0,60.0,5067,6.42,6.46,3.93,4
11697,1.25,4,0,3,62.6,54.0,5067,6.94,6.9,4.33,4
11698,1.04,4,5,1,61.1,56.0,5067,6.55,6.51,3.99,4
11699,0.9,1,5,4,62.2,60.0,5068,6.12,6.16,3.82,4
11700,1.29,2,0,3,61.3,60.0,5068,6.96,6.98,4.27,4
11701,0.34,3,5,2,60.7,60.0,596,4.48,4.51,2.73,2
11702,0.34,3,3,3,61.3,58.0,596,4.51,4.53,2.77,2
11703,0.34,3,3,3,61.1,60.0,596,4.51,4.53,2.76,2
11704,0.34,3,2,4,61.6,59.0,596,4.49,4.54,2.78,2
11705,0.34,4,3,3,61.3,55.0,596,4.49,4.51,2.76,2
11706,0.34,3,5,2,59.3,58.0,596,4.55,4.59,2.71,2
11707,0.34,3,3,3,61.0,58.0,596,4.46,4.49,2.73,2
11708,0.34,4,3,3,61.5,57.0,596,4.47,4.51,2.76,2
11709,0.34,3,3,3,61.2,58.0,596,4.46,4.5,2.74,2
11710,0.34,3,3,3,62.0,59.0,596,4.43,4.47,2.76,2
11711,0.4,2,0,3,62.5,60.0,596,4.67,4.71,2.93,2
11712,0.4,2,0,3,60.9,62.0,596,4.73,4.76,2.89,2
11713,0.34,4,5,2,61.4,55.0,596,4.48,4.54,2.77,2
11714,0.34,4,3,3,61.8,56.0,596,4.48,4.52,2.78,2
11715,0.34,4,3,3,62.0,55.0,596,4.46,4.48,2.77,2
11716,0.34,3,3,3,62.4,59.0,596,4.41,4.47,2.77,2
11717,0.34,4,3,3,62.0,56.0,596,4.47,4.5,2.78,2
11718,0.4,1,1,2,63.2,55.0,596,4.68,4.72,2.97,2
11719,0.34,3,5,2,61.9,59.0,596,4.44,4.48,2.76,2
11720,0.34,4,5,2,61.4,54.0,596,4.5,4.53,2.77,2
11721,0.34,4,3,3,62.2,57.0,596,4.44,4.47,2.77,2
11722,0.34,4,5,2,61.8,56.0,596,4.45,4.48,2.76,2
11723,0.34,2,2,4,61.3,56.0,596,4.48,4.53,2.76,2
11724,0.34,4,3,3,61.1,55.0,596,4.52,4.55,2.77,2
11725,0.34,1,2,4,63.1,57.0,596,4.4,4.44,2.79,2
11726,0.34,1,3,3,63.1,57.0,596,4.43,4.47,2.81,2
11727,0.34,4,3,3,61.4,57.0,596,4.48,4.51,2.76,2
11728,0.34,4,3,3,61.7,56.0,596,4.48,4.53,2.78,2
11729,0.34,4,3,3,61.9,55.0,596,4.49,4.53,2.79,2
11730,0.34,3,2,4,60.8,59.0,596,4.48,4.53,2.74,2
11731,1.44,2,5,0,61.1,62.0,5068,7.15,7.23,4.39,4
11732,1.0,1,3,3,62.7,58.0,5068,6.24,6.33,3.94,4
11733,1.01,4,5,2,62.2,56.0,5068,6.43,6.4,3.99,4
11734,1.0,3,2,3,59.6,59.0,5069,6.54,6.47,3.88,4
11735,1.04,2,3,2,61.8,59.0,5070,6.49,6.55,4.03,4
11736,1.2,4,0,2,61.9,57.0,5071,6.8,6.87,4.23,4
11737,1.54,3,2,0,62.0,60.0,5071,7.4,7.32,4.56,4
11738,1.09,2,1,3,62.6,57.0,5072,6.55,6.62,4.12,4
11739,1.16,3,4,1,62.1,59.0,5072,6.71,6.76,4.18,4
11740,1.22,2,1,1,62.9,56.0,5072,6.79,6.84,4.29,4
11741,1.05,2,2,2,63.2,59.0,5072,6.39,6.46,4.06,4
11742,1.25,3,0,2,62.0,58.0,5073,6.88,6.9,4.27,4
11743,1.1,2,5,1,63.0,56.0,5073,6.59,6.55,4.14,4
11744,1.11,4,1,3,62.2,56.0,5073,6.69,6.62,4.14,4
11745,1.51,0,1,0,65.7,61.0,5074,7.08,7.02,4.63,4
11746,1.14,4,1,3,62.9,56.0,5075,6.71,6.67,4.21,4
11747,1.06,3,2,2,61.0,58.0,5075,6.61,6.57,4.02,4
11748,1.03,3,6,1,60.6,60.0,5076,6.52,6.46,3.93,4
11749,1.02,2,4,2,60.2,60.0,5077,6.55,6.61,3.96,4
11750,1.07,4,4,1,62.0,56.0,5077,6.51,6.55,4.09,4
11751,1.01,2,5,2,63.3,58.0,5077,6.39,6.37,4.04,4
11752,1.01,3,5,2,63.0,61.0,5077,6.42,6.37,4.03,4
11753,1.16,4,3,1,61.6,55.0,5078,6.78,6.8,4.18,4
11754,1.08,3,2,2,62.6,58.0,5078,6.53,6.56,4.1,4
11755,1.01,2,4,2,62.4,60.0,5078,6.35,6.4,3.98,4
11756,1.01,2,4,2,62.7,56.0,5078,6.39,6.36,4.0,4
11757,1.03,3,2,3,62.4,58.0,5078,6.47,6.39,4.01,4
11758,0.93,0,6,3,56.3,67.0,5078,6.52,6.45,3.65,4
11759,1.02,4,2,2,59.9,56.0,5079,6.54,6.51,3.91,4
11760,1.26,3,1,1,60.1,59.0,5080,7.03,6.99,4.21,4
11761,1.26,3,0,2,61.8,58.0,5080,6.91,6.88,4.26,4
11762,1.2,3,1,1,60.0,58.0,5080,6.93,6.91,4.15,4
11763,1.08,4,5,1,61.7,57.0,5080,6.6,6.55,4.06,4
11764,0.9,4,3,4,62.5,57.0,5080,6.18,6.13,3.84,4
11765,0.9,4,6,2,61.6,55.0,5081,6.23,6.27,3.85,4
11766,1.1,4,5,1,61.6,56.0,5082,6.61,6.64,4.08,4
11767,1.1,2,1,4,60.2,59.0,5082,6.67,6.71,4.03,4
11768,1.2,1,2,1,62.2,62.0,5082,6.69,6.75,4.18,4
11769,1.0,2,5,2,61.1,60.0,5082,6.42,6.47,3.94,4
11770,1.0,2,5,2,60.9,59.0,5082,6.38,6.43,3.9,4
11771,1.0,1,5,2,63.7,60.0,5082,6.24,6.29,3.99,4
11772,1.2,2,0,2,62.5,58.0,5082,6.74,6.79,4.23,4
11773,1.21,3,2,1,58.2,59.0,5082,7.05,7.03,4.1,4
11774,1.21,3,2,1,61.1,60.0,5082,6.91,6.86,4.21,4
11775,1.21,3,2,1,62.1,56.0,5082,6.8,6.76,4.21,4
11776,1.02,4,3,2,62.2,56.0,5082,6.44,6.46,4.01,4
11777,1.21,3,2,1,60.0,61.0,5082,6.88,6.79,4.1,4
11778,1.2,2,0,2,61.8,57.7,5083,6.78,6.91,4.23,4
11779,1.83,0,0,0,70.0,58.0,5083,7.34,7.28,5.12,4
11780,1.23,4,0,1,63.2,58.0,5083,6.82,6.74,4.29,4
11781,1.02,3,2,2,61.1,58.0,5084,6.51,6.46,3.96,4
11782,1.01,2,5,2,63.1,57.0,5085,6.33,6.44,4.03,4
11783,1.2,1,2,1,59.7,63.0,5085,6.84,6.87,4.09,4
11784,1.09,0,2,2,64.4,60.0,5085,6.49,6.42,4.16,4
11785,1.13,2,5,2,60.8,58.0,5086,6.71,6.77,4.1,4
11786,0.92,2,6,2,62.0,58.0,5086,6.18,6.21,3.84,4
11787,0.72,4,4,6,61.8,57.0,5086,5.73,5.76,3.55,4
11788,1.04,3,3,2,61.4,57.0,5086,6.56,6.5,4.01,4
11789,1.03,3,4,2,61.5,59.0,5087,6.49,6.42,3.97,4
11790,1.03,3,4,2,58.6,62.0,5087,6.65,6.6,3.88,4
11791,1.03,3,4,2,61.5,57.0,5087,6.53,6.44,3.99,4
11792,1.03,3,4,2,60.9,61.0,5087,6.54,6.5,3.97,4
11793,0.9,3,4,4,62.7,58.0,5088,6.14,6.17,3.86,4
11794,1.12,2,3,2,62.5,58.0,5088,6.6,6.64,4.14,4
11795,1.12,2,3,2,59.5,62.0,5088,6.76,6.81,4.04,4
11796,1.18,2,5,1,62.5,60.0,5088,6.7,6.74,4.2,4
11797,1.03,1,6,2,60.1,62.0,5088,6.55,6.53,3.93,4
11798,1.1,3,3,2,62.3,58.0,5088,6.61,6.55,4.1,4
11799,1.0,3,3,2,59.6,60.0,5088,6.49,6.43,3.85,4
11800,1.18,4,1,2,62.2,56.0,5088,6.85,6.75,4.23,4
11801,1.18,3,1,2,62.8,56.0,5088,6.74,6.71,4.22,4
11802,1.1,3,6,1,61.5,60.0,5088,6.64,6.58,4.06,4
11803,1.0,4,3,2,61.9,56.0,5088,6.45,6.37,3.97,4
11804,1.02,3,4,2,62.2,58.0,5089,6.4,6.46,4.0,4
11805,1.01,0,4,3,65.2,52.0,5090,6.31,6.29,4.11,4
11806,1.06,2,5,2,61.4,58.0,5090,6.53,6.62,4.04,4
11807,1.01,3,2,2,62.3,58.0,5090,6.44,6.4,4.0,4
11808,1.04,3,2,2,61.0,58.0,5090,6.6,6.54,4.01,4
11809,1.01,3,4,2,62.9,58.0,5090,6.43,6.35,4.02,4
11810,1.01,3,3,2,60.8,60.0,5090,6.47,6.39,3.91,4
11811,1.16,3,2,2,61.9,59.0,5091,6.73,6.74,4.17,4
11812,1.21,4,1,1,60.6,56.0,5091,6.92,6.94,4.2,4
11813,1.16,4,1,2,62.6,57.0,5091,6.71,6.67,4.19,4
11814,1.07,3,3,2,63.0,55.0,5091,6.55,6.47,4.1,4
11815,1.07,3,3,2,61.0,58.0,5091,6.66,6.59,4.04,4
11816,1.11,3,4,2,60.4,61.0,5091,6.72,6.65,4.04,4
11817,1.17,4,1,2,60.0,59.0,5092,6.82,6.87,4.11,4
11818,1.03,4,2,2,62.0,56.0,5093,6.44,6.49,4.01,4
11819,1.0,1,6,2,64.2,60.0,5093,6.22,6.28,4.01,4
11820,1.16,4,5,1,59.9,57.0,5093,6.82,6.8,4.08,4
11821,1.16,4,5,1,62.7,56.0,5093,6.73,6.69,4.21,4
11822,1.07,4,1,2,61.7,56.0,5093,6.59,6.57,4.06,4
11823,1.12,1,2,2,59.8,61.0,5094,6.72,6.85,4.06,4
11824,1.33,3,1,1,59.7,59.0,5094,7.21,7.15,4.29,4
11825,1.05,4,2,2,61.4,57.0,5095,6.49,6.54,4.0,4
11826,1.08,1,5,2,63.1,59.0,5096,6.49,6.53,4.11,4
11827,1.08,4,5,2,62.6,57.0,5096,6.53,6.56,4.1,4
11828,1.0,0,6,2,67.3,57.0,5096,6.15,6.04,4.1,4
11829,1.0,3,6,2,61.4,58.0,5096,6.4,6.34,3.91,4
11830,1.14,4,1,2,60.8,58.0,5096,6.71,6.74,4.09,4
11831,1.21,1,0,3,61.0,64.0,5096,6.89,6.79,4.17,4
11832,1.01,3,4,1,62.2,59.0,5096,6.41,6.38,3.98,4
11833,1.3,3,2,1,61.3,58.0,5096,6.99,6.95,4.27,4
11834,1.0,3,2,3,61.3,61.0,5096,6.44,6.38,3.93,4
11835,1.21,3,0,3,61.9,59.0,5096,6.84,6.77,4.21,4
11836,1.0,3,6,2,62.2,58.0,5096,6.28,6.23,3.89,4
11837,1.0,1,6,2,60.4,64.0,5096,6.39,6.3,3.83,4
11838,1.0,4,3,2,63.0,55.0,5096,6.42,6.41,4.04,4
11839,1.2,3,1,2,61.4,57.0,5098,6.87,6.8,4.2,4
11840,1.09,3,3,3,62.1,57.0,5098,6.6,6.55,4.08,4
11841,1.22,4,2,1,61.0,57.0,5099,6.89,6.95,4.22,4
11842,1.01,4,1,3,62.0,54.0,5099,6.43,6.47,4.0,4
11843,1.02,3,2,3,61.8,58.0,5100,6.49,6.43,3.99,4
11844,1.31,2,0,1,61.8,59.0,5100,6.96,7.02,4.32,4
11845,1.13,3,2,2,62.3,58.0,5101,6.67,6.68,4.16,4
11846,0.95,2,6,2,63.7,55.0,5101,6.2,6.24,3.96,4
11847,1.05,4,1,4,61.5,55.0,5101,6.56,6.61,4.05,4
11848,1.03,3,5,2,61.3,60.0,5101,6.53,6.51,4.0,4
11849,0.91,3,5,4,60.6,58.0,5101,6.32,6.25,3.81,4
11850,1.04,3,2,6,60.4,58.0,5102,6.58,6.53,3.96,4
11851,0.9,2,3,5,59.8,60.0,5102,6.23,6.28,3.74,4
11852,0.9,2,5,4,60.7,61.0,5102,6.21,6.24,3.78,4
11853,1.04,4,2,2,62.3,57.0,5102,6.45,6.48,4.03,4
11854,1.11,4,2,2,62.0,56.0,5102,6.65,6.61,4.11,4
11855,1.11,3,2,2,62.1,58.0,5102,6.6,6.57,4.09,4
11856,1.07,4,1,4,62.2,58.0,5103,6.52,6.57,4.07,4
11857,1.36,3,2,1,60.1,56.0,5103,7.23,7.18,4.38,4
11858,1.03,3,1,4,60.4,59.0,5104,6.57,6.51,3.95,4
11859,1.05,4,6,2,60.0,55.0,5104,6.66,6.61,3.98,4
11860,1.04,4,1,3,61.5,57.0,5105,6.49,6.52,4.0,4
11861,1.03,3,3,2,60.5,60.0,5105,6.52,6.48,3.93,4
11862,1.03,4,6,1,61.8,54.0,5105,6.52,6.46,4.01,4
11863,1.03,3,2,2,59.2,60.0,5105,6.62,6.58,3.91,4
11864,1.08,4,4,2,62.9,57.0,5106,6.54,6.53,4.11,4
11865,1.34,0,3,1,64.7,55.0,5106,7.03,6.97,4.53,4
11866,1.01,2,4,2,63.2,56.0,5107,6.32,6.37,4.01,4
11867,1.01,2,4,2,62.0,56.0,5107,6.41,6.47,3.99,4
11868,1.12,3,6,1,58.2,60.0,5107,6.9,6.81,3.99,4
11869,1.16,4,1,2,62.4,57.0,5107,6.71,6.75,4.2,4
11870,1.01,4,3,2,62.9,56.0,5107,6.39,6.43,4.03,4
11871,1.26,3,0,3,62.5,58.0,5107,6.92,6.9,4.32,4
11872,1.2,3,0,4,59.1,61.0,5107,7.0,6.94,4.12,4
11873,1.2,4,1,2,62.5,57.0,5107,6.77,6.71,4.21,4
11874,1.2,2,1,5,61.7,63.0,5107,6.72,6.7,4.13,4
11875,1.5,1,0,1,63.7,58.0,5107,7.19,7.13,4.56,4
11876,1.07,4,2,3,61.8,56.0,5108,6.52,6.55,4.04,4
11877,1.05,4,6,1,61.9,56.0,5110,6.5,6.53,4.03,4
11878,1.25,1,0,2,63.6,57.0,5110,6.86,6.81,4.35,4
11879,0.95,2,3,4,61.7,58.0,5111,6.26,6.34,3.89,4
11880,1.21,2,1,1,62.0,56.0,5111,6.79,6.86,4.23,4
11881,1.03,4,3,2,60.1,59.0,5111,6.6,6.57,3.96,4
11882,1.08,3,2,4,62.5,60.0,5111,6.55,6.51,4.08,4
11883,1.17,4,2,1,62.3,57.0,5111,6.78,6.74,4.21,4
11884,0.99,2,4,2,62.5,58.0,5112,6.36,6.38,3.98,4
11885,0.87,4,5,2,61.5,57.0,5112,6.12,6.15,3.77,4
11886,1.06,3,3,2,62.2,57.0,5113,6.53,6.47,4.04,4
11887,1.0,2,5,2,63.3,57.0,5113,6.28,6.32,3.99,4
11888,1.01,1,3,2,63.7,60.0,5113,6.32,6.28,4.01,4
11889,1.01,2,3,2,63.2,59.0,5113,6.36,6.32,4.01,4
11890,1.06,3,3,2,61.5,59.0,5113,6.57,6.53,4.03,4
11891,1.26,3,0,2,61.7,58.0,5114,6.91,6.99,4.29,4
11892,1.2,2,2,2,63.3,57.0,5114,6.75,6.7,4.26,4
11893,1.02,4,4,1,62.9,58.0,5115,6.34,6.42,4.01,4
11894,1.2,2,3,1,62.6,60.0,5116,6.68,6.74,4.2,4
11895,1.2,2,3,1,59.7,59.0,5116,6.89,6.94,4.13,4
11896,1.06,4,1,3,61.4,55.0,5116,6.59,6.61,4.05,4
11897,0.9,3,5,4,62.1,59.0,5116,6.15,6.09,3.8,4
11898,1.01,2,3,3,62.8,58.0,5119,6.35,6.42,4.01,4
11899,1.0,2,4,2,60.5,60.0,5119,6.38,6.45,3.88,4
11900,1.12,3,1,3,61.9,58.0,5119,6.68,6.63,4.12,4
11901,1.13,4,5,1,61.8,57.0,5120,6.68,6.65,4.12,4
11902,1.01,3,2,3,62.1,57.0,5120,6.45,6.39,3.99,4
11903,1.15,3,1,3,62.6,56.0,5120,6.74,6.67,4.2,4
11904,1.15,3,4,1,61.1,57.0,5120,6.82,6.77,4.15,4
11905,1.0,2,2,3,62.9,57.0,5121,6.31,6.35,3.98,4
11906,1.27,3,0,2,61.8,58.0,5121,6.97,6.91,4.29,4
11907,0.9,2,4,2,62.3,57.0,5122,6.13,6.16,3.83,4
11908,1.0,2,4,2,63.5,56.0,5122,6.28,6.35,4.01,4
11909,1.01,2,6,2,62.2,58.0,5122,6.36,6.4,3.97,4
11910,0.9,4,4,2,61.0,56.0,5122,6.17,6.19,3.77,4
11911,1.01,0,6,2,66.2,56.0,5122,6.05,6.1,4.02,4
11912,1.15,3,1,1,61.3,57.3,5123,6.71,6.78,4.13,4
11913,0.9,2,6,2,62.3,53.0,5123,6.2,6.22,3.87,4
11914,1.07,3,2,2,60.0,60.0,5123,6.65,6.61,3.98,4
11915,1.07,3,2,2,61.5,57.0,5123,6.63,6.55,4.05,4
11916,1.07,3,2,2,60.4,59.0,5123,6.65,6.62,4.01,4
11917,1.07,4,2,2,60.9,57.0,5123,6.68,6.61,4.05,4
11918,1.21,4,1,2,62.4,55.0,5124,6.78,6.81,4.24,4
11919,1.16,4,0,2,61.8,55.0,5124,6.75,6.78,4.18,4
11920,1.3,1,0,1,62.9,56.0,5124,6.9,6.94,4.35,4
11921,1.22,4,1,2,62.5,56.0,5124,6.82,6.79,4.25,4
11922,1.09,4,2,2,62.3,55.0,5125,6.58,6.61,4.11,4
11923,1.09,4,2,2,61.1,57.0,5125,6.6,6.69,4.1,4
11924,1.09,4,2,2,62.5,56.0,5125,6.53,6.58,4.1,4
11925,1.09,4,2,2,61.1,57.0,5125,6.62,6.71,4.07,4
11926,1.15,4,0,3,60.7,55.0,5125,6.77,6.83,4.13,4
11927,1.04,4,5,1,61.9,57.0,5125,6.48,6.51,4.02,4
11928,1.24,4,0,2,61.9,56.0,5125,6.95,6.88,4.28,4
11929,1.01,4,2,2,62.6,55.0,5126,6.41,6.44,4.02,4
11930,0.93,4,3,2,60.1,57.0,5126,6.33,6.41,3.83,4
11931,1.05,4,3,1,62.7,57.0,5127,6.45,6.51,4.06,4
11932,1.11,4,3,2,62.0,57.0,5127,6.69,6.61,4.12,4
11933,1.09,3,5,1,60.9,59.0,5127,6.75,6.61,4.07,4
11934,1.09,4,5,1,61.6,55.0,5127,6.64,6.6,4.08,4
11935,1.09,4,5,1,61.9,55.0,5127,6.64,6.6,4.1,4
11936,1.09,3,5,1,61.4,58.0,5127,6.67,6.63,4.08,4
11937,1.24,3,0,3,62.0,58.0,5128,6.87,6.91,4.27,4
11938,1.05,4,2,2,62.4,57.0,5128,6.49,6.52,4.06,4
11939,1.03,3,2,2,62.5,59.0,5129,6.46,6.41,4.02,4
11940,1.09,2,2,2,60.6,60.0,5131,6.61,6.68,4.03,4
11941,1.02,2,2,2,59.9,58.0,5131,6.57,6.66,3.96,4
11942,1.01,3,3,3,61.2,59.0,5131,6.43,6.37,3.92,4
11943,1.01,0,4,2,65.0,61.0,5131,6.29,6.23,4.07,4
11944,1.1,1,2,2,63.6,58.0,5131,6.55,6.5,4.15,4
11945,1.01,1,5,2,63.6,60.0,5132,6.32,6.38,4.04,4
11946,1.01,1,5,2,63.7,58.0,5132,6.32,6.36,4.04,4
11947,1.01,2,6,2,61.5,54.0,5132,6.4,6.47,3.96,4
11948,1.01,1,5,2,63.4,60.0,5132,6.3,6.34,4.01,4
11949,1.01,2,5,2,58.2,59.0,5132,6.54,6.59,3.82,4
11950,1.01,2,5,2,62.8,60.0,5132,6.38,6.39,4.01,4
11951,1.01,4,5,2,61.8,56.0,5132,6.46,6.51,4.01,4
11952,1.13,3,6,1,60.9,59.0,5133,6.65,6.72,4.07,4
11953,1.11,3,6,1,61.3,60.0,5134,6.6,6.54,4.03,4
11954,1.05,3,6,1,58.9,58.0,5134,6.74,6.67,3.95,4
11955,1.03,3,2,2,59.5,58.0,5134,6.64,6.58,3.93,4
11956,1.11,3,6,1,59.9,57.0,5134,6.74,6.72,4.03,4
11957,1.14,3,4,2,62.5,59.0,5135,6.65,6.67,4.16,4
11958,0.9,2,3,4,61.4,57.0,5135,6.2,6.24,3.82,4
11959,1.21,2,0,3,62.2,59.0,5136,6.79,6.84,4.24,4
11960,1.16,3,6,1,62.5,60.0,5136,6.7,6.64,4.17,4
11961,1.04,2,4,2,63.4,59.0,5137,6.44,6.4,4.07,4
11962,1.08,3,6,1,62.1,58.0,5138,6.62,6.59,4.1,4
11963,1.01,3,3,2,62.3,59.0,5139,6.38,6.3,3.95,4
11964,1.0,2,2,3,63.3,53.0,5139,0.0,0.0,0.0,4
11965,1.15,3,2,2,60.9,57.0,5139,6.8,6.72,4.12,4
11966,1.0,3,2,3,59.7,59.0,5139,6.57,6.52,3.91,4
11967,1.0,4,2,3,62.5,56.0,5139,6.41,6.33,3.98,4
11968,1.33,0,4,1,64.5,58.0,5139,6.97,6.86,4.46,4
11969,1.05,3,2,2,60.2,62.0,5139,6.57,6.52,3.94,4
11970,1.14,3,3,1,60.9,56.0,5139,6.8,6.73,4.12,4
11971,1.2,2,0,3,59.9,60.0,5140,6.98,6.95,4.17,4
11972,1.01,4,4,2,62.3,55.0,5140,6.37,6.44,3.99,4
11973,1.21,3,2,1,60.6,56.0,5140,6.92,6.84,4.17,4
11974,1.3,3,0,1,61.1,61.0,5140,7.0,6.95,4.26,4
11975,1.5,2,0,0,63.3,58.0,5141,7.27,7.23,4.59,4
11976,1.2,1,3,1,63.6,54.0,5141,6.75,6.71,4.28,4
11977,1.2,3,1,1,62.7,58.0,5141,6.82,6.76,4.26,4
11978,0.9,4,4,3,61.6,57.0,5141,6.21,6.16,3.81,4
11979,1.08,4,2,1,61.4,57.0,5141,6.66,6.6,4.07,4
11980,1.08,4,1,2,62.6,54.0,5141,6.56,6.51,4.09,4
11981,1.01,4,3,2,61.8,55.0,5141,6.46,6.43,3.98,4
11982,1.06,3,4,2,61.0,58.0,5142,6.6,6.65,4.04,4
11983,1.06,3,4,2,62.1,58.0,5142,6.5,6.52,4.04,4
11984,1.06,2,4,2,61.2,57.0,5142,6.58,6.68,4.06,4
11985,1.2,2,0,2,61.2,55.0,5142,6.84,6.88,4.2,4
11986,1.07,2,2,2,59.2,61.0,5143,6.65,6.67,3.94,4
11987,1.09,4,4,1,61.6,55.0,5143,6.59,6.65,4.08,4
11988,1.03,4,3,2,60.3,58.0,5143,6.57,6.62,3.98,4
11989,1.06,4,2,2,62.2,57.0,5143,6.56,6.49,4.06,4
11990,1.01,0,4,2,57.9,57.0,5144,6.53,6.57,3.79,4
11991,0.91,2,5,3,61.1,58.0,5145,6.2,6.28,3.81,4
11992,1.04,4,4,2,61.2,56.0,5145,6.54,6.6,4.02,4
11993,1.14,4,2,2,61.6,57.0,5146,6.68,6.73,4.13,4
11994,1.24,1,2,2,62.0,65.0,5146,6.88,6.84,4.25,4
11995,1.01,4,6,2,62.4,54.0,5147,6.52,6.38,4.03,4
11996,1.03,4,3,2,61.1,57.0,5147,6.54,6.58,4.01,4
11997,1.13,2,5,1,63.4,59.0,5147,6.53,6.59,4.16,4
11998,1.06,4,5,1,60.9,57.0,5147,6.58,6.62,4.02,4
11999,1.01,1,6,2,63.9,60.0,5147,6.32,6.29,4.03,4
12000,1.01,1,6,2,63.9,62.0,5147,6.31,6.25,4.01,4
12001,1.01,1,6,2,63.9,61.0,5147,6.31,6.28,4.02,4
12002,1.01,3,2,4,61.6,57.0,5147,6.47,6.38,3.96,4
12003,1.01,3,6,2,59.8,54.0,5147,6.6,6.5,3.93,4
12004,1.01,3,6,2,59.2,61.0,5147,6.4,6.34,3.77,4
12005,1.01,3,6,2,58.1,61.0,5147,6.66,6.59,3.85,4
12006,1.01,0,6,2,64.4,61.0,5147,6.17,6.13,3.96,4
12007,1.0,1,3,3,63.8,59.0,5148,6.26,6.34,4.02,0
12008,0.9,2,3,4,61.5,56.0,5148,6.2,6.23,3.82,0
12009,1.14,2,1,4,63.3,56.0,5148,6.68,6.6,4.2,0
12010,1.14,3,1,4,60.3,57.0,5148,6.83,6.81,4.11,0
12011,1.13,4,1,2,61.9,57.0,5149,6.68,6.66,4.13,0
12012,1.09,4,2,2,61.4,57.0,5149,6.66,6.6,4.07,0
12013,1.09,3,2,2,60.5,60.0,5149,6.72,6.67,4.05,0
12014,1.09,4,2,2,62.3,57.0,5149,6.58,6.54,4.09,0
12015,0.9,2,5,4,61.1,59.0,5151,6.14,6.2,3.77,0
12016,0.83,4,5,4,62.2,56.0,5151,5.99,6.03,3.74,0
12017,1.26,3,1,1,60.1,59.0,5151,7.0,6.91,4.18,0
12018,1.0,3,4,2,59.8,59.0,5151,6.55,6.49,3.9,0
12019,1.0,3,4,2,61.8,58.0,5151,6.44,6.37,3.96,0
12020,1.04,2,4,2,59.7,59.0,5152,6.67,6.56,3.95,0
12021,1.0,3,4,2,62.5,59.0,5152,6.39,6.34,3.98,0
12022,1.06,3,2,3,61.1,59.0,5152,6.58,6.51,4.0,0
12023,1.15,4,0,4,61.5,55.0,5152,6.81,6.76,4.17,0
12024,1.11,4,1,4,63.0,56.0,5152,6.61,6.57,4.15,0
12025,1.0,3,4,2,62.1,59.0,5152,6.39,6.36,3.96,0
12026,1.11,3,5,1,62.6,59.0,5152,6.71,6.65,4.18,0
12027,1.0,3,3,2,60.5,61.0,5152,6.51,6.45,3.92,0
12028,1.27,4,1,1,62.1,56.0,5154,6.92,6.96,4.31,0
12029,1.18,4,1,2,62.1,56.0,5154,6.79,6.77,4.21,0
12030,0.73,4,4,6,61.9,56.0,5154,5.75,5.79,3.57,0
12031,0.34,4,3,3,62.2,55.0,596,4.47,4.5,2.79,2
12032,0.4,1,1,2,63.9,57.0,596,4.66,4.7,2.99,2
12033,0.34,4,3,3,61.0,57.0,596,4.48,4.5,2.74,2
12034,0.34,3,3,3,61.8,58.0,596,4.47,4.5,2.77,2
12035,0.34,4,3,3,62.1,57.0,596,4.46,4.5,2.78,2
12036,0.34,3,3,3,61.6,60.0,596,4.47,4.49,2.76,2
12037,0.34,4,3,3,62.7,55.0,596,4.48,4.49,2.81,2
12038,0.4,2,1,2,59.8,57.0,596,4.8,4.83,2.88,2
12039,0.34,2,5,2,62.9,55.0,596,4.47,4.5,2.82,2
12040,0.34,3,3,3,60.2,58.0,596,4.52,4.55,2.73,2
12041,0.34,2,5,2,63.0,55.0,596,4.42,4.47,2.8,2
12042,0.4,1,3,1,63.2,56.0,596,4.7,4.73,2.98,2
12043,0.4,1,1,2,63.2,54.0,596,4.67,4.69,2.96,2
